PrimaryDI,gmdnPTName,gmdnPTDefinition
842188106989,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106972,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106965,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106958,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106941,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106934,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106927,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106910,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106903,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106897,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106880,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106873,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106866,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106859,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106842,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106835,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106828,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106811,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106804,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106798,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106781,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106774,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106767,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106750,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106743,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106736,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106729,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106712,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106705,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106699,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106682,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106675,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106668,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106651,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106644,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106637,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106620,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106613,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106606,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106590,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106583,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106576,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106569,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106552,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106545,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106538,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106521,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106514,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106507,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
842188106491,"Orthopaedic bone screw, non-bioabsorbable, non-sterile","A small, non-sterile, threaded rod with a slotted head typically used for internal orthopaedic fracture fixation by being screwed into bone to hold plates or nails to bone or to provide direct interfragmentary stabilization of bone, or it may fasten soft tissue to bone; it is made of a material that cannot be chemically degraded or absorbed via natural body processes (includes implant grade metal such as surgical steel, titanium alloy, or carbon fibre). Screws available are: cortical, cancellous, malleolar, scaphoid, partially-threaded and fully-threaded, self-tapping, and cannulated. A ""lag screw"" can be any of these used to obtain compression. This device must be sterilized prior to use."
